mandal,area,name,party,sex,electioncat,year
Agali,Agali,Sreenivasulu,YSRCP,M?,BC,2014
Agali,Hallikera,Lakshminarasappa,TDP,M?,SC,2014
Agali,Inagalore,G.Thippamma,TDP,F,UR(W),2014
Agali,Irigepalli,Kavitha,TDP,F,SC(W),2014
Agali,Kodipalli,Mallappa,TDP,M?,UR,2014
Agali,Madhudi,Nanjundappa,TDP,M?,UR,2014
Agali,Narasambudi,Sarojamma,TDP,F,BC(W),2014
Agali,P.Byadigera,Ammajamma,TDP,F,UR(W),2014
Agali,Ragelinganahalli,Sakrappa,TDP,M?,BC,2014
Agali,Ravudi,Lakshmamma,TDP,F,BC(W),2014
Amadagur,Amadagur,P.Geetha,IND,F,UR(W),2014
Amadagur,Chinaganipalli,D.Dhanalakshmi,TDP,M?,UR,2014
Amadagur,Gunduvaripalli,P.Venkatramanamma,TDP,M?,BC,2014
Amadagur,Jowkulakothapalli,K.Jayamma,YSRCP,M?,UR,2014
Amadagur,Mahammadabad,P.Sivamma,YSRCP,F,UR(W),2014
Amadagur,Pulakuntapalli,B.Santhamma,YSRCP,F,UR(W),2014
Amadagur,Thummala-I,P.Gangadevi,TDP,F,SC(W),2014
Amadagur,Thummala-Ii,M.Choudamma,YSRCP,F,BC(W),2014
Amarapuram,Aladapalli,Manjunath,TDP,M?,UR,2014
Amarapuram,Amarapuram-I,Nagaveni,TDP,F,UR(W),2014
Amarapuram,Amarapuram-Ii,Krishnamurthy,TDP,M?,UR,2014
Amarapuram,Basavanapalli,Krishnareddy,YSRCP,M?,BC,2014
Amarapuram,Haluku-Ii,Rangamma,TDP,F,SC(W),2014
Amarapuram,Halukur-I,C N Deepthi,TDP,F,BC(W),2014
Amarapuram,Hemavathi-I,Shivakumar,TDP,M?,UR,2014
Amarapuram,Hemavathi-Ii,Meenakashi,TDP,M?,BC,2014
Amarapuram,Hemavathi-Iii,Lokesh,TDP,M?,SC,2014
Amarapuram,K.Sivaram,S.Rashmi,TDP,F,UR(W),2014
Amarapuram,Maddanakunta,Govindaraya,TDP,M?,SC,2014
Amarapuram,Nidragatta,Roopa,TDP,F,UR(W),2014
Amarapuram,Thamadepalli-I,K. Saradamma,TDP,F,BC(W),2014
Amarapuram,Thamadepalli-Ii,Hemalatha,TDP,F,SC(W),2014
Amarapuram,V.Agraharam,Radhakrishna,TDP,M?,UR,2014
Amarapuram,Valasa,Girijamma,TDP,F,UR(W),2014
Ananthapuramu Rural,A.Narayanapuram - I,B.Vanaja,TDP,F,UR(W),2014
Ananthapuramu Rural,A.Narayanapuram - Ii,S.Nagaraju,TDP,M?,UR,2014
Ananthapuramu Rural,A.Narayanapuram - Iii,Mangala Ramu,TDP,M?,UR,2014
Ananthapuramu Rural,A.Narayanapuram - Iv,K.Aparana,YSRCP,F,UR(W),2014
Ananthapuramu Rural,A.Narayanapuram - V,B.Pushapavathi,TDP,F,BC(W),2014
Ananthapuramu Rural,A.Narayanapuram - Vi,E.Lelavathi,TDP,F,UR(W),2014
Ananthapuramu Rural,A.Narayanapuram - Vii,Kuruba Jganeswari,YSRCP,F,UR(W),2014
Ananthapuramu Rural,Akkampalli,T.Imamulu,TDP,M?,BC,2014
Ananthapuramu Rural,Akuthotapalli - I,S.Anand,TDP,M?,SC,2014
Ananthapuramu Rural,Akuthotapalli - Ii,M.Ramana,TDP,M?,BC,2014
Ananthapuramu Rural,Alamuru,A.Subba Reddy,YSRCP,M?,UR,2014
Ananthapuramu Rural,Anantapuramu Rural - I,B.Venkataramanamma,TDP,F,UR(W),2014
Ananthapuramu Rural,Anantapuramu Rural -Ii,K.Silpa,TDP,F,UR(W),2014
Ananthapuramu Rural,Chiyyedu,K.Ramamohan Reddy,YSRCP,M?,UR,2014
Ananthapuramu Rural,Itukalapalli,M.Akkulappa,TDP,M?,UR,2014
Ananthapuramu Rural,Kakkalapalli,Narayanswamy,TDP,M?,UR,2014
Ananthapuramu Rural,Kakkalapalli Colony - I,Kadirabba Dhanujay,YSRCP,M?,BC,2014
Ananthapuramu Rural,Kakkalpalli Colony - Ii,K.Radhamma,YSRCP,F,UR(W),2014
Ananthapuramu Rural,Kakkalpalli Colony - Iii,K.Gayathri Devi,YSRCP,F,BC(W),2014
Ananthapuramu Rural,Kamarupalli,Kanekanti Madhavi,TDP,F,UR(W),2014
Ananthapuramu Rural,Kandukuru - I,B.Govinda Reddy,YSRCP,M?,UR,2014
Ananthapuramu Rural,Kandukuru - Ii,S.Nagamma,YSRCP,F,SC(W),2014
Ananthapuramu Rural,Kurugunta,B.Kirana Kumar Reddy,YSRCP,M?,UR,2014
Ananthapuramu Rural,Narasanayanikunta,S.Janaki Bai,TDP,F,ST(W),2014
Ananthapuramu Rural,Pulakunta,M.Hemavathi,YSRCP,F,SC(W),2014
Ananthapuramu Rural,Rachanpalli - I,G.Ramna Reddy,YSRCP,M?,UR,2014
Ananthapuramu Rural,Rachanpalli - Ii,D.Saddanapa,TDP,M?,BC,2014
Ananthapuramu Rural,Rajiv Colony - I,D.Abudul Rahim,TDP,M?,BC,2014
Ananthapuramu Rural,Rajiv Colony - Ii,Chakali Jayamma,YSRCP,F,BC(W),2014
Ananthapuramu Rural,Rudrampeta - I,Gundla Madugu Balaji,YSRCP,M?,UR,2014
Ananthapuramu Rural,Rudrampeta - Ii,Guggilla Raghava Reddy,TDP,M?,UR,2014
Ananthapuramu Rural,Rudrampeta - Iii,Harijana Krishanaveni,TDP,F,SC(W),2014
Ananthapuramu Rural,Rudrampeta - Iv,S.Venkata Lakshmi,TDP,F,BC(W),2014
Ananthapuramu Rural,Somuladoddi,M.Naganna,TDP,M?,SC,2014
Ananthapuramu Rural,Taticherla,M.Venkatalakshmamma,TDP,F,UR(W),2014
Ananthapuramu Rural,Uparapalli,P.Naramma,YSRCP,F,UR(W),2014
Atmakur,Atmakur-I,J.Chinnakka,YSRCP,M?,SC,2014
Atmakur,Atmakur-Ii,P.Prathap,TDP,M?,UR,2014
Atmakur,B.Yaleru,K.Shankaranarayana Reddy,YSRCP,M?,UR,2014
Atmakur,Goridindla,Talari Ramadevi,TDP,F,BC(W),2014
Atmakur,Muttala,Ippeti Akkamma,YSRCP,F,BC(W),2014
Atmakur,P.Yaleru,Subbara Sanjeevaiah,TDP,M?,BC,2014
Atmakur,Sanapa,Gangula Jayasudha,TDP,F,UR(W),2014
Atmakur,Singampalli,R.Varalakshmi,YSRCP,F,ST(W),2014
Atmakur,Talupuru,Gaduputi Rama Devi,TDP,F,UR(W),2014
Atmakur,Thopudurthy,Yarragunta Mallikarjuna,YSRCP,M?,UR,2014
Atmakur,Vepacherla,M.Marrekka,TDP,F,SC(W),2014
Bathalapalli,Apparacheruvu,B.Nirmala,YSRCP,F,UR(W),2014
Bathalapalli,Bathalapalli - I,M.Ramanjeeneyulu,YSRCP,M?,SC,2014
Bathalapalli,Bathalapalli - Ii,P.Kalavathi,YSRCP,F,BC(W),2014
Bathalapalli,Bathalapalli - Iii,K.Suryaprakash Babu,YSRCP,M?,BC,2014
Bathalapalli,D.Cherlopalle,G.Venkateswara Reddy,YSRCP,M?,UR,2014
Bathalapalli,Dampetla,G.Vengala Reddy,YSRCP,M?,UR,2014
Bathalapalli,Malyavantham,S.Saileela,TDP,F,SC(W),2014
Bathalapalli,Mustur,K.Suryaprakash Rao,TDP,M?,UR,2014
Bathalapalli,Obulapuram,M.Bhagyamma,TDP,F,UR(W),2014
Bathalapalli,Sanjeevapuram,K.Rathnamma,TDP,F,BC(W),2014
Bathalapalli,Thambapuram,S.Gangadevi,TDP,F,ST(W),2014
Beluguppa,Ankampalli,Bolliboyena Vani,TDP,F,UR(W),2014
Beluguppa,B.Ramasagaram,Golla Yerraya Dowd,TDP,M?,UR,2014
Beluguppa,Beluguppa - 2,Mood Salabai,YSRCP,F,ST(W),2014
Beluguppa,Beluguppa - 2,Boya Kahchi Ramudu,TDP,M?,UR,2014
Beluguppa,Duddekunta,Guduputi Thimmappa,TDP,M?,UR,2014
Beluguppa,Gagavaram,K.Anjinamma,YSRCP,F,BC(W),2014
Beluguppa,Kalavapalalli,K.Venkatesulu,YSRCP,M?,BC,2014
Beluguppa,N.Gundlapalli,Vadde Sreenivasulu,TDP,M?,BC,2014
Beluguppa,Narasapuram,Madiga Nagamma,YSRCP,F,SC(W),2014
Beluguppa,Seerpi,Thirupatamma,TDP,M?,SC,2014
Beluguppa,Sreerangapuram,Malasree Edega,TDP,F,UR(W),2014
Beluguppa,Thagguparthi,Yoshodamma,TDP,M?,UR,2014
Bommanahal,Bandur,T Venkata Bharathi,TDP,F,UR(W),2014
Bommanahal,Bollanaguddam,Kummari Gopal,TDP,M?,BC,2014
Bommanahal,Bommanahal,Kothapalli Kavitha,TDP,F,UR(W),2014
Bommanahal,D.Honnur -I,Kotigari Ramesh,YSRCP,M?,UR,2014
Bommanahal,D.Honnur -Ii,R. Vanappa,YSRCP,M?,BC,2014
Bommanahal,Govindawada - I,Kavili Vemanna,TDP,M?,UR,2014
Bommanahal,Govindawada - Ii,M.Suresh Swamy,YSRCP,M?,UR,2014
Bommanahal,Kolaganahalli,H Parvathi,TDP,F,SC(W),2014
Bommanahal,Kuruvalli,S Jaya Ram Reddy,YSRCP,M?,UR,2014
Bommanahal,Lingadahal,Muluguru Malli Karjuna,TDP,M?,UR,2014
Bommanahal,Nemakallu,Tulasamma,YSRCP,F,BC(W),2014
Bommanahal,Singanahalli,Kasireddy Gari Shobha,YSRCP,F,UR(W),2014
Bommanahal,Sreedharagatta,Harijana Anandha,IND,M?,SC,2014
Bommanahal,Uddehal,K.Padmaja,YSRCP,F,UR(W),2014
Bommanahal,Unthakal,K.Vandramma,TDP,F,BC(W),2014
Bommanahal,Upparahal,Urthal Parvathi,TDP,F,BC(W),2014
Bramhasamudram,Bhyrasamudram,Saradamma,TDP,F,BC(W),2014
Bramhasamudram,Bhyravanithippa,Kuruba.Anjineyulu,TDP,M?,UR,2014
Bramhasamudram,Bramhasamudram,Golla.Savitri,TDP,F,UR(W),2014
Bramhasamudram,Kannepalli,Sukanya,TDP,F,UR(W),2014
Bramhasamudram,Muppalakunta,Golla.Jyothi,TDP,F,UR(W),2014
Bramhasamudram,Palavenkatapuram,Narayanappa Vadde,TDP,M?,BC,2014
Bramhasamudram,Pillalapalli,M.Manjula,TDP,M?,SC,2014
Bramhasamudram,Rayalappadoddi,Vasanthamma,TDP,M?,UR,2014
Bramhasamudram,Santhekondapuram,Karegowd,TDP,M?,BC,2014
Bramhasamudram,Vepulaparthy,Gowdappa,TDP,M?,UR,2014
Bramhasamudram,West Kodipalli,Thimmakka,TDP,F,BC(W),2014
Bramhasamudram,Yeradikera,Uda.Anjinamma,YSRCP,F,SC(W),2014
Bukkaptnam,Agraharam,Channamma,TDP,F,UR(W),2014
Bukkaptnam,Bukkapatnam-I,Eswaramma,TDP,F,BC(W),2014
Bukkaptnam,Bukkapatnam-Ii,Chinthakayala Ravi,TDP,M?,UR,2014
Bukkaptnam,Bukkapatnam-Iii,Y. Manjula,TDP,F,UR(W),2014
Bukkaptnam,Gasikavaripalli,U. Gangadevi,YSRCP,F,SC(W),2014
Bukkaptnam,Kothakota,P. Chandra Sekhar,YSRCP,M?,BC,2014
Bukkaptnam,Krishnapuram,S. Lokeswari,TDP,F,ST(W),2014
Bukkaptnam,Marala,Sarojamma Pamudurthy,TDP,M?,UR,2014
Bukkaptnam,Narasimpalli Thanda,Avula Kesappa,TDP,M?,BC,2014
Bukkaptnam,Pamudurthy,Pamudurthy Nirmala,YSRCP,F,UR(W),2014
Bukkaptnam,Siddarampuram,Mallesappa Ballari,YSRCP,M?,UR,2014
Bukkarayasamudram,B.K.Samudram-I,B.Nagaraju,TDP,M?,UR,2014
Bukkarayasamudram,B.K.Samudram-Ii,Avvari Ashok Kumar,TDP,M?,UR,2014
Bukkarayasamudram,B.K.Samudram-Iii,Cherukuri Narayana Swami,TDP,M?,UR,2014
Bukkarayasamudram,B.K.Samudram-Iv,Boya Nagalakshmi,YSRCP,M?,BC,2014
Bukkarayasamudram,B.K.Samudram-V,Jerripiti Aruna,TDP,F,BC(W),2014
Bukkarayasamudram,B.K.Samudram-Vi,Adilakshmi Sake,YSRCP,F,ST(W),2014
Bukkarayasamudram,B.Kothapalli,M.Yerramma,YSRCP,F,SC(W),2014
Bukkarayasamudram,Chennam Palli,Guvvala Pedda Venkata Reddi,YSRCP,M?,UR,2014
Bukkarayasamudram,Danduvaripalli,Sake Lakshmidevi,TDP,F,SC(W),2014
Bukkarayasamudram,Dayalakuntapalli,Yanamala Lalitha,YSRCP,F,UR(W),2014
Bukkarayasamudram,Govindampalli,Kummari Menakshi,CPI,F,BC(W),2014
Bukkarayasamudram,K.K.Agraharam,Pulla Rama Mohan,YSRCP,M?,BC,2014
