mandal,area,name,party,electioncat,communicaty,edu,age,sex,occupation,year
Agali,Agali-I,Ammajamma,TDP,BCW,,10th,26,F,,2006
Agali,Agali-II,Vanajakshamma,INC,URW,,Intermediate,41,F,Cultivation,2006
Agali,Inagalure,Seetharamappa,TDP,,,5TH,61,M,Cultivation,2006
Agali,Kodipalli,Hanumakka,TDP,SCW,,,49,F,Cultivation,2006
Agali,Madhudi,Nirmala,TDP,BCW,,Intermediate,39,F,,2006
Agali,Narasambudi,Lakshmamma,INC,URG,,,21,F,,2006
Agali,P.Byadigera,Gangamma,INC,URG,,3rd,41,F,Cultivation,2006
Agali,R.G.Halli,Jayamma,INC,URW,,10TH,32,F,Cultivation,2006
Agali,Ravudi,Eranna,INC,SCG,,4th,64,M,Cultivation,2006
AMADAGUR,AMADAGUR,LUNJALA RAVI,INC,SC,MALA,SSC PASS,31,M,CULTIVATION,2006
AMADAGUR,CHINAGANI PALLI,G.NARENDRA REDDY,TDP,UR,KAPU,SSC PASS,29,M,CULTIVATION,2006
AMADAGUR,GUNDUVARIPALLI,MAKA KRISHNA REDDY,TDP,,KAPU,SSC FAIL,54,M,CULTIVATION,2006
AMADAGUR,JOWKALA KOTHA PALLI,TALAMARLA VENKATARAMANAMMA,TDP,BC[W],GANDLA,,37,F,,2006
AMADAGUR,MAHAMMADABAD,PICHILI LEELAVATHI,TDP,UR[W],KAPU,SSC PASS,31,F,AGRICULTURE,2006
AMADAGUR,PULAKUNTA PALLI,GUDISI VENKATA MALLI REDDY,TDP,UR,KAPU,SSC FAIL,50,M,CULTIVATION,2006
AMADAGUR,THUMMALA,UTAKUR KRISTAPPA,TDP,BC,CHAKALA,IX CLASS,33,M,CULTIVATION,2006
AMARAPURAM,ALDA PALLI,LAKSHMAMMA,INC,BCW,,,37,F,,2006
AMARAPURAM,AMARAPURAM-I,GIRAJAMMA.K,INC,URW,BOYA,,51,F,,2006
AMARAPURAM,AMARAPURAM-II,MALLESAPPA,INC,URG,LINGAYAT,,35,M,AGRICULTURE,2006
AMARAPURAM,AMARAPURAM-III,VIJAYAMMA,TDP,URW,VAKKALIGA,,24,F,,2006
AMARAPURAM,BHAVANA PALLI,RANGAREDDY,INC,URG,KAPU,,32,M,AGRICULTURE,2006
AMARAPURAM,HALUKUR-I,NAGABHUSANAM,TDP,URG,VAKKALIGA,,60,M,AGRICULTURE,2006
AMARAPURAM,HALUKUR-II,NAGARAJU,TDP,BCG,,,41,M,AGRICULTURE,2006
AMARAPURAM,HEMAVATHI-1,RENUKA,TDP,BCG,,,24,F,,2006
AMARAPURAM,HEMAVATHI-2,GOVINDARAYA,INC,SCG,,,28,M,AGRICULTURE,2006
AMARAPURAM,NIDRAGATTA,GOVINDARAYAPPA,INC,BCG,,,49,M,AGRICULTURE,2006
AMARAPURAM,SIVARAM,N.SREERAMAREDDY,INC,URG,KAPU,,55,M,AGRICULTURE,2006
AMARAPURAM,THAMMEDE PALLI-I,NIGAMMA,TDP,URW,KURUBA,,57,F,,2006
AMARAPURAM,THAMMEDE PALLI-II,E.KRISHNAMURTHY,TDP,URG,VAKKALIGA,,39,M,AGRICULTURE,2006
AMARAPURAM,VALASA-I,NEELAMMA,TDP,SCW,,,28,F,,2006
AMARAPURAM,VALASA-II,K.THIPPE SWAMY,TDP,SCG,,,45,M,AGRICULTURE,2006
Anantapur,A.Narayanapuram-III,Chakali Alivelu,TDP,BC(W),,,,Female,,2006
Anantapur Rural,A.Narayanapuram-1,K.Manoj Kumar,TDP,URG,,Intermediate,29,M,AGRICULTURE,2006
Anantapur Rural,A.Narayanapuram-2,B.Akhila,INC,URW,,10th class,35,F,AGRICULTURE,2006
Anantapur Rural,A.Narayanapuram-4,m.Syam sundar,TDP,URG,,10th class,31,M,AGRICULTURE,2006
Anantapur Rural,A.Narayanapuram-5,c.Veeranjaneyulu,TDP,URG,,5th class,32,M,AGRICULTURE,2006
Anantapur Rural,Akuthotapalli,G.Narayanareddy,INC,URG,,9th class,42,M,AGRICULTURE,2006
Anantapur Rural,Alamur,G.Balanarasimhulu,TDP,BCG,,2nd class,34,M,AGRICULTURE,2006
Anantapur Rural,Anantapur Rual,R.Hemalatha,TDP,SCG,,Intermediate,22,F,AGRICULTURE,2006
Anantapur Rural,Chiyyedu,T.Jyothi,INC,URW,,10th class,25,F,AGRICULTURE,2006
Anantapur Rural,Itikalapalli,G.Sreeramulu,TDP,URG,,10th class,52,M,AGRICULTURE,2006
Anantapur Rural,Kakkalapalli,S.Madhavilatha,TDP,URG,,7th class,32,F,AGRICULTURE,2006
Anantapur Rural,Kakkalapalli Colony-I,M.Adilakshmi,INC,SCW,,10th class,24,F,AGRICULTURE,2006
Anantapur Rural,Kakkalapalli Colony-II,G.Raghuramaiah,CPI,BCG,,5th class,42,M,AGRICULTURE,2006
Anantapur Rural,Kandukur,K.Govindareddy,INC,URG,,10th class,30,M,AGRICULTURE,2006
Anantapur Rural,Kurugunta,B.Eswaraiah,INC,SCG,,10th class,29,M,AGRICULTURE,2006
Anantapur Rural,N.N.Kunta,B.Yerriswamy,TDP,BCG,,BA,35,M,AGRICULTURE,2006
Anantapur Rural,Rachanapalli,G.Cennakrishnareddy,TDP,URG,,B.Sc,34,M,AGRICULTURE,2006
Anantapur Rural,Rajeev Colony,l.Narasamma,CPI,SCG,,10th class,27,M,AGRICULTURE,2006
Anantapur Rural,Rudrampeta-I,G.Thirupalu,TDP,BCG,,,42,M,AGRICULTURE,2006
Anantapur Rural,Rudrampeta-II,B.Varalakshmi,CPI,URW,,10th class,40,F,AGRICULTURE,2006
Anantapur Rural,Rudrampeta-III,D.Venkatesulu,TDP,STG,,,24,M,AGRICULTURE,2006
Anantapur Rural,Somuladoddi,K.Anjinamma,INC,BCW,,,40,F,AGRICULTURE,2006
Anantapur Rural,Upparapalli,D.Obireddy,TDP,URG,,Intermediate,44,M,AGRICULTURE,2006
Atmakur,Atmakur-I,G.Thippakka,TDP,URW,,,59,F,Agriculure,2006
Atmakur,ATMAKUR-II,B.Muthyalamma,INC,OC(G),,10th class,24,M,,2006
Atmakur,Goridindla,D.Hanumanthu Naik,INC,OC(G),,5th class,49,M,,2006
Atmakur,MADIGUBBA,A.Ramulamma,TDP,BC(W),,5th class,34,F,,2006
Atmakur,MUTTALA,D.Lakshmireddy,INC,OC(G),,7th class,37,M,Agriculure,2006
Atmakur,P.YALERU,P.Jayamma,INC,URW,,7th class,44,F,Agriculure,2006
Atmakur,SANAPA,U.Krishna Reddy,INC,OC(G),,6th class,44,M,Agriculure,2006
Atmakur,TALUPUR,Ontikoduku Obulesu,INC,SC(G),,3rd class,54,M,Agriculure,2006
Atmakur,THOPUDURTHY,T.Obilesu,INC,BC(G),,10th class,34,M,Agriculure,2006
Atmakur,VEPECHERLA,P.Kaliya Naik,TDP,ST(G),,BA,29,M,,2006
BATHALAPALLI,APPARACHERUVU,ADINARAYANA,TDP,S.C(G),,X CLASS,35,M,AGRICULTURE,2006
BATHALAPALLI,BATHALAPALLI-I,Mandala Venkata Lakshmi,INC,URG,,,42,F,AGRICULTURE,2006
BATHALAPALLI,BATHALAPALLI-II,S.Chinna Venkata Ramudu,INC,S.T(G),,V CLASS,55,M,AGRICULTURE,2006
BATHALAPALLI,BATHALAPALLI-III,Amangamma,TDP,S.C(W),,,49,F,AGRICULTURE,2006
BATHALAPALLI,D.CHERLOPALLI,G.Lakshminarayana,TDP,B.C(G),,V CLASS,34,M,AGRICULTURE,2006
BATHALAPALLI,DAMPETLA,C.Chinnanarayana,TDP,URG,,X CLASS,34,M,AGRICULTURE,2006
BATHALAPALLI,GARISELAPALLI,B.Ramakrishna,TDP,URG,,VII CLASS,24,M,AGRICULTURE,2006
Bathalapalli,Malyavantham,Gavvala Narasamma,TDP,BC(W),,9TH Class,37,Female Agrl.,,2006
BATHALAPALLI,SANJEEVAPURAM,J.Pulla Naidu,TDP,URG,,VI CLASS,49,M,AGRICULTURE,2006
BATHALAPALLI,THAMBAPURAM,A.Ramanna,INC,B.C(G),,,67,M,AGRICULTURE,2006
BELUGUPPA,ANKAMPALLI,G.Sankaraiah,TDP,,,VII CLASS,34,M,AGRICULTURE,2006
BELUGUPPA,B.RAMASAGARAM,G.Radhamma,TDP,URG,,V CLASS,35,F,AGRICULTURE,2006
BELUGUPPA,BELUGUPPA-I,Suryanarayana,TDP,S.C (G),,VII CLASS,32,M,AGRICULTURE,2006
BELUGUPPA,BELUGUPPA-II,Lingamma,TDP,B.C(W),,V CLASS,49,F,AGRICULTURE,2006
BELUGUPPA,DUDDEKUNTA,T.Ratnamma,INC,UR(G),,,28,F,AGRICULTURE,2006
BELUGUPPA,GANGAVARAM,P.Yerriswamy,INC,UR(G),,,60,M,AGRICULTURE,2006
BELUGUPPA,KALAVAPALLI,S.Mangamma,INC,S.T.(W),,,23,F,AGRICULTURE,2006
BELUGUPPA,N.GUNDLAPALLI,H.Marekka,TDP,S.C(W),,,54,F,,2006
BELUGUPPA,NARASAPURAM,P.Aruna,TDP,URW,,VII CLASS,23,F,AGRICULTURE,2006
BELUGUPPA,SEERIPI,Ratnamma,TDP,URG,,,29,F,AGRICULTURE,2006
BELUGUPPA,SREERANGAPURAM,U.Gowramma,INC,B.C(G),,,35,F,AGRICULTURE,2006
BELUGUPPA,THAGGUPARTHI,K.PUSPAVATHI,INC,B.C(G),,B.A,35,F,AGRICULTURE,2006
BOMMANAHAL,BANDUR,HANUMANNA GOWD,INC,URG,LINGAYAT,X CLASS,28,M,AGRICULTURE,2006
BOMMANAHAL,BOLLANAGUDDAM,KANNI PARVEEN BHANU,INC,URW,MUSLIM,,23,F,HOUSE WIFE,2006
BOMMANAHAL,BOMMANAHAL,K.HANUMANTHARAYA,INC,B.C.(G).,KURUBA,,41,M,AGRICULTURE,2006
BOMMANAHAL,D.HONNUR-I,K.P.VANNURAPPA,TDP,URG,BOYA,S.S.L.C.,58,M,AGRICULTURE,2006
BOMMANAHAL,D.HONNUR-II,B.ADILAKSHMI,TDP,S.C.(W),MADIGA,V CLASS,21,F,AGRICULTURE,2006
BOMMANAHAL,GOVINDAWADA-I,SUBHAN BEE,INC,URW,DUDEKULA,,34,F,HOUSE WIFE,2006
BOMMANAHAL,GOVINDAWADA-II,ANNAPURANAMMA,INC,B.C (W),JANGAMA,VII  CLASS,27,F,HOUSE WIFE,2006
BOMMANAHAL,KOLAGANAHALLI,KURUBA HANUMANTHAPPA,INC,URG,KURUBA,VIIICLASS,39,M,AGRICULTURE,2006
BOMMANAHAL,KURUVALLI,K.P.KATTE GOWD,INC,URG,LINGAYHAT,P.U.C,41,M,AGRICULTURE,2006
BOMMANAHAL,LINGADAHAL,BOYA VANDRAMMA,INC,B.C(W),BOYA,V CLASS,22,F,HOUSE WIFE,2006
Bommanahal,Singanahalli,K.Hanumantha Reddy,INC,UR(G),,,,Male,,2006
BOMMANAHAL,SREEDHARAGATTA,DEVARINTI THIPPESWAMY,TDP,B.C (G),UPPARA,,26,M,AGRICULTURE,2006
BOMMANAHAL,UDDEHAL,P.LALU SAB,INC,B.C(G),DUDEKULA,VI CLASS,50,M,BUSINESS,2006
BOMMANAHAL,UNTAKAL,ANJINEYULU,TDP,S.C(G),MADIGA,,35,M,AGRICULTURE,2006
BRAMHASAMUDRA,BHAIRAVANITHIPPA,Nagamani,TDP,URW,LINGAYAT,10TH,22,F,AGRICULTURE,2006
MBRAMHASAMUDRA,BHYRASAMUDRAM,BP.Sivaprasad,INC,URG,LINGAYAT,B.E.,30,M,AGRICULTURE,2006
MBRAMHASAMUDRAM,BOMMAGANIPALLI,G.Ramachandrappa,TDP,BCG,GOLLA,5TH,51,M,AGRICULTURE,2006
BRAMHASAMUDRA,BRAMHASAMUDRAM,Kenchappa,INC,BCG,GOLLA,4TH,34,M,AGRICULTURE,2006
MBRAMHASAMUDRA,KANNE PALLI,K.P.Chandrasekhar Reddy,TDP,URG,LINGAYAT,10TH,48,M,AGRICULTURE,2006
MBRAMHASAMUDRA,PALAVENKATAPURAM,H.KOLLAKKA,TDP,SCW,MADIGA,5TH,34,F,AGRICULTURE,2006
MBRAMHASAMUDRA,PILLALA PALLI,Vadde Gangamma,TDP,BCW,VADDI,3RD,29,F,AGRICULTURE,2006
MBRAMHASAMUDRA,RAYALAPPA DODDI,Chakali Thippeswamy,INC,BCG,CHAKALI,5TH,53,M,AGRICULTURE,2006
MBRAMHASAMUDRA,S.KONDAPURAM,Sreeramulu,INC,SCG,MADIGA,7TH,34,M,AGRICULTURE,2006
MBRAMHASAMUDRA,VEPULAPARTHY,G.Virupakshi Reddy,TDP,URG,LINGAYAT,10TH,34,M,AGRICULTURE,2006
MBRAMHASAMUDRA,WEST KODI PALLI,K.Chandramma,TDP,URW,KAMMARI,5TH,42,F,AGRICULTURE,2006
MBUKKAPATNAM,AGRAHARAM,RAMADEVI,INC,URG,,7TH,24,F,FARMER,2006
BUKKAPATNAM,BUKKAPATNAM-I,PEDDARASI LAKSHMIDEVI,TDP,URW,OC,7TH,32,F,FARMER,2006
BUKKAPATNAM,BUKKAPATNAM-II,CHAGALETI SHANTHAMMA,TDP,URW,BC,10TH,22,F,FARMER,2006
BUKKAPATNAM,BUKKAPATNAM-III,P.JAYARAMULU,TDP,BCG,,,44,M,FARMER,2006
BUKKAPATNAM,GASIKAVARIPALLI,RANGA REDDY,Indepen,URG,,5TH,45,M,FARMER,2006
BUKKAPATNAM,GUNIPALLI,JILLENI KRISTAPPA,dentTDP,BCG,,,34,M,FARMER,2006
BUKKAPATNAM,KOTHA KOTA,SHESHAM MUSALAPPA,INC,SCG,,,54,M,FARMER,2006
BUKKAPATNAM,KRISHNAPURA,MEDAMANURI NARAYANA SWAMY,TDP,URG,,10TH,49,M,FARMER,2006
BUKKAPATNAM,MARALA,K.NARAYANA SWAMY,TDP,STG,,5TH,40,M,FARMER,2006
BUKKAPATNAM,NARSIMPALLI THANDA,MANOHAR,INC,URG,BC,10TH,31,M,FARMER,2006
Bukkapatnam,Pamudurthi,Yarram Setty Ramappa,INC,UR(G),OC,7th Class,43,Male,Farmer,2006
BUKKAPATNAM,SIDDARAMPURAM,"T,SHANTHAMMA",TDP,BCW,,5TH,29,F,FARMER,2006
C.K.PALLI,BASAM PALLI,K.PEDDAKKA,INC,BCW,KURUBA,,45,F,AGRICULTURE,2006
C.K.PALLI,C.K.PALLI-I,P.OBULESU,INC,SCG,MADIGA,5TH,57,M,AGRICULTURE,2006
C.K.PALLI,C.K.PALLI-II,VARADANNA GARI GOVINDA REDDY,TDP,URG,KAPU,10TH,35,M,AGRICULTURE,2006
C.K.PALLI,GANGINEPALLI,BHOGA NARASIMHULU,INC,BCG,BOYA,,22,M,AGRICULTURE,2006
C.K.PALLI,MEDAPURAM-I,KUNTA KINDA LAKSHMINARASAMMA,TDP,URW,BOYA,7TH,48,F,AGRICULTURE,2006
C.K.PALLI,MEDAPURAM-II,NAGELI SURYA NARAYANA,TDP,URG,KAMMA,,42,M,AGRICULTURE,2006
C.K.PALLI,MUSTIKOVELA,VETTI GAMGAMMA,TDP,SCW,MADIGA,10TH,23,F,AGRICULTURE,2006
C.K.PALLI,NAGASAMUDRAM,B.SIDDAPPA,INC,BCG,BOYA,6TH,28,M,AGRICULTURE,2006
C.K.PALLI,NYAMADDELA-I,DONKALA HANUMANTHA REDDY,INC,URG,KAPU,10TH,49,M,AGRICULTURE,2006
C.K.PALLI,NYAMADDELA-II,BILLE MEENAKSHI,TDP,URW,KURUBA,7TH,28,F,AGRICULTURE,2006
C.K.PALLI,PYADINDI,ALLE CHANDRA KANTHAMMA,INC,URG,KAPU,BA,38,F,AGRICULTURE,2006
C.K.PALLI,VENKATAM PALLI,BHUTAPPA GARI VENKATESULU,TDP,BCG,BOYA,,35,M,AGRICULTURE,2006
CHILAMATHUR,CHILAMATHUR-I,GOURAPPA GARI BRAMARAMBHA,TDP,,LINGAYAT,SSC,34,F,AGRICULTURE,2006
CHILAMATHUR,CHILAMATHUR-II,T.ALIVELAMMA,TDP,BCW,,4TH,44,F,AGRICULTURE,2006
CHILAMATHUR,CHILAMATHUR-III,N.ANITHAMMA,TDP,BCW,,7th,32,F,AGRICULTURE,2006
CHILAMATHUR,DEMAKETHAPALLI,K.SANKARAPPA,INC,BCG,,10TH,44,M,AGRICULTURE,2006
CHILAMATHUR,KODIKONDA,VASANTHA KUMARI,INC,URG,VYSYA,10TH,49,F,AGRICULTURE,2006
CHILAMATHUR,KODURU-I,M.C.VENKATARAMAPPA,TDP,BCG,,7TH,49,M,AGRICULTURE,2006
CHILAMATHUR,KODURU-II,R.SARADAMMA,TDP,UG,KAPU,7TH,31,F,AGRICULTURE,2006
CHILAMATHUR,MORASELAPALLI,SUDHAKAR REDDY,INC,,KAPU,5TH,34,M,AGRICULTURE,2006
CHILAMATHUR,PALAGALAPALLI,R.PADMAVATHAMMA,TDP,,KAPU,4TH,39,F,AGRICULTURE,2006
CHILAMATHUR,SETTIPALLI,AVULA NARASAMMA,TDP,SCW,,5TH,24,F,AGRICULTURE,2006
CHILAMATHUR,SOMAGATTA,PEDDA NARASIMHAPPA,TDP,SCG,,,50,M,AGRICULTURE,2006
CHILAMATHUR,TEKULODU,VENKATA REDDY,TDP,URG,KAPU,10TH,31,M,AGRICULTURE,2006
CHILAMATHUR,VEERAPURAM,KONDAPPA GARI RAJAPPA,INC,BCG,,4TH,44,M,AGRICULTURE,2006
D.Hirehal,Cherlopalli,Laxmi.H,INC,SCW,,5TH,21,F,AGRICULTURE,2006
D.Hirehal,D.Hierhal-I,Lingappa,INC,BCG,,5TH,30,M,AGRICULTURE,2006
D.Hirehal,D.Hierhal-II,Pampanna,INC,URG,,,48,M,AGRICULTURE,2006
D.Hirehal,Hanumapuram,Boya Vandrappa,INC,BCG,,2ND,28,M,AGRICULTURE,2006
D.Hirehal,Kadalur,Harijana Gangadhara,INC,SC(G),,,,Male,,2006
D.Hirehal,Kudluru,Kamakshi,TDP,BCW,,4TH,23,F,AGRICULTURE,2006
D.Hirehal,Madinehalli,Laxmakka,INC,URW,,,28,F,AGRICULTURE,2006
D.Hirehal,Muradi,Shoba,INC,URW,,10TH,24,F,AGRICULTURE,2006
D.Hirehal,Nagalapuram,Hanumapuram Ramalingappa,INC,URG,,4TH,55,M,AGRICULTURE,2006
D.Hirehal,Obulapuram,Chinna Basappa,INC,URG,,10TH,47,M,AGRICULTURE,2006
D.Hirehal,Pulakurthy,Chinna Hanumanthappa,INC,BCG,,5TH,40,M,AGRICULTURE,2006
DHARMAVARAM,CHIGICHERLA,B.SIVA REDDY,INC,URG,,INTERMEDIAT,37,M,CULTIVATION,2006
DHARMAVARAM,DARSINAMALA,KOTLA NARAYANASWAMY,TDP,BCG,B.C GOLLA,EV CLASS,32,M,CULTIVATION,2006
DHARMAVARAM,DHARMAPURI,SAKE NARAYANA,INC,SCG,S.C MADIGA,,49,M,CULTIVATION,2006
DHARMAVARAM,ELUKUNTLA,BOGGU KESAPPA,INC,BCG,BOYA,,39,M,CULTIVATION,2006
DHARMAVARAM,GOTLUR-I,NEERUGANTI MARUTHI,CPI,URG,,IX CLASS,23,M,CULTIVATION,2006
DHARMAVARAM,GOTLUR-II,MONDI NAGALAKSHMII,INC,S.C (W),S.C.MADIGA,S.S.C,22,F,AGRICULTURE,2006
DHARMAVARAM,KUNUTHUR,TADIMARRI VENKATARAMI REDDY,INC,URG,,III CLASS,32,M,LABOURCULTIVATION,2006
Dharmavaram,Malla kalva,Vaddi Chenna Anjenappa,TDP,BC(G),,,,Male,,2006
DHARMAVARAM,POTHUKUNTA,REKATLA BANDARU SIVAMMA,TDP,URW,BOYA,,40,F,CULTIVATION,2006
DHARMAVARAM,POTULA NAGE PALLI,BILLE NAGAMMA,INC,B.C(W),B.C KURUBA,,47,F,CULTIVATION,2006
Dharmavaram,Rayalacheruvu,D.Sreenivasulu,INC,ST(G),,,,Male,,2006
Dharmavaram,Regatipalli,Tadimarri Nagalakshmma,INC,UR(G),,,,Female,,2006
DHARMAVARAM,THUMMALA,GELEVI POTHI REDDY,INC,URG,,S.S.C.,48,M,CULTIVATION,2006
GANDLAPENT,CHAMALA GONDI,Patnam Gangadar,TDP,SCG,Madiga,,22,M,Cultivation,2006
AGANDLAPENT,GANDLAPENTA,Shaik Hydervali,TDP,URG,Muslim,3RD,47,M,Cultivation,2006
AGANDLAPENT,GODDULEVAGALA,Kambaiah,TDP,URG,Patra,M.Com,54,M,Cultivation,2006
AGANDLAPENT,KATARU PALLI,S.Ramamohan,INC,URG,Nese,Intermediate,42,M,Business,2006
AGANDLAPENT,MALAMEEDA PALLI,Suseelamma,INC,URW,Kapu,7th,29,F,,2006
AGANDLAPENT,SOMAYAJULA PALLI,D.Gangaraju,TDP,BCG,Vadde,5th,54,M,Cultivation,2006
AGANDLAPENT,VEPARALA,S.Santhamma,INC,STW,Sugali,,38,F,,2006
AGarladinne,Budedu,H.Suryanarayana,TDP,SC(G),SC(Madiga),5th Class,23,M,cooli,2006
Garladinne,Garladinne-I,Vadde Siva,TDP,BC(G),BC(Vadde),,24,M,Agriculture,2006
Garladinne,Garladinne-II,K.Ramanamma,TDP,UR(W),BC(Boya),,32,F,House wife,2006
Garladinne,Iluru,Malapathi Tirumalesu,TDP,UR(G),OC(Kamma),Inter,37,M,Agriculture,2006
Garladinne,Kalluru-I,Maredi Srenivasa Reddy,TDP,,OC (Kapu),Bcom,29,M,Agriculture,2006
Garladinne,Kalluru-II,Jaggala ravi Kumar,TDP,UR(G),BC(Golla),SSC,32,M,Agriculture,2006
Garladinne,Kalluru-III,Vankara Nallamma,TDP,SC(W),SC(Mala),,39,F,cooli,2006
Garladinne,Kamalapuram,Ediga Venkataramana,TDP,BC(G),BC (Boya),8th class,45,M,Agriculture,2006
Garladinne,Kanampalli,Gumpu Lakshmidevi,INC,BC(W),BC(Golla),,49,F,Agriculture,2006
Garladinne,Kotanka,Y.Narayana Reddy,INC,UR(G),OC(Kapu),Polytechnic,44,M,Agriculture,2006
Garladinne,Marthadu,Avula Krishnaiah,TDP,UR(G),BC(Kuruba),BL,32,M,Agriculture,2006
Garladinne,Muntimadugu,Nalla Bothula Ramanna,TDP,BC(G),BC (Ediga),BA,28,M,Agriculture,2006
Garladinne,Penakacherla,Bhumagari Sudharani,INC,UR(W),OC (Kapu),7th class,47,F,House wife,2006
Garladinne,Yerraguntla,Duspakula Raviraju,INC,SC(G),SC(Madiga),9th class,27,M,Agriculture,2006
GOOTY,ABBEDODDI,K.S.Feiroz,TDP,URG,MUSLIM,10th class,36,F,"SARPANCH,",2006
GOOTY,BASINE PALLI,Pulikonda,TDP,URG,SETTI BALIJA,SSC,39,M,GOOTY GPAGRICULTURE,2006
GOOTY,BETHA PALLI,P.Ranganna,INC,BCG,BOYA,Intermediate,46,M,AGRICULTURE,2006
GOOTY,CHETNE PALLI-I,B.Kumar,TDP,URG,,,35,M,AGRICULTURE,2006
GOOTY,CHETNE PALLI-II,J.Padma,TDP,SCW,,SSC,33,F,AGRICULTURE,2006
GOOTY,CHETNE PALLI-III,K.Peddanna,TDP,URG,GOLLA,INTER,44,M,AGRICULTURE,2006
GOOTY,CHETNE PALLI-IV,N.Ibrahim,CPI,BCG,,,59,M,AGRICULTURE,2006
GOOTY,GOOTY-I,P.Sanjappa,TDP,BCG,,5TH,49,M,BUSINESS,2006
GOOTY,GOOTY-II,B.C.Hanumanna,TDP,BCG,,5TH,52,M,AGRICULTURE,2006
GOOTY,GOOTY-III,G.Sofia,TDP,BCW,,BA,38,F,AGRICULTURE,2006
GOOTY,GOOTY-IV,A.Suresh,CPI(M),SCG,,9TH,21,M,AGRICULTURE,2006
GOOTY,GOOTY-V,p.Chinna Venkatesh,Indepen,SCG,,5TH,29,M,AGRICULTURE,2006
GOOTY,GOOTY-VI,K.Sasikala,dentTDP,STW,,INTER,27,F,AGRICULTURE,2006
GOOTY,GOOTY-VII,D.Lakshmidevi,CPI(M),BCW,,INTER,38,F,AGRICULTURE,2006
GOOTY,JAKKALA CHERUVU,D.Venkata Narayana,TDP,URG,GOLLA,INTER,34,M,AGRICULTURE,2006
GOOTY,KARIDI KONDA,K.Adi Lakshmi,INC,URW,,SSC,47,F,AGRICULTURE,2006
GOOTY,KOTHAPETA,B.Ekanthaiah,TDP,URG,GOLLA,6TH,44,M,AGRICULTURE,2006
GOOTY,LACHANA PALLI,B.Mastanaiah,TDP,SCG,,8TH,23,M,AGRICULTURE,2006
GOOTY,P.YERRAGUDI,J.Ranga Reddy,TDP,BCG,GOLLA,BA,,M,AGRICULTURE,2006
GOOTY,PEDDODDI,Parvathamma,INC,URW,,,,F,AGRICULTURE,2006
GOOTY,THURAKA PALLI,D.Sivalingareddy,TDP,URG,KAPU,BSC,,M,AGRICULTURE,2006
GOOTY,UBICHERLA,M.Lakshmidevi,TDP,URW,BOYA,,,F,AGRICULTURE,2006
GORANTLA,BUDILI,B.VENU GOPAL REDDY,INC,URG,,SSC,45,M,AGRICULTURE,2006
GORANTLA,GANGAM PALLI,K.RANGA NATHAM,TDP,BCG,,INTER,46,M,AGRICULTURE,2006
GORANTLA,GORANTLA-I,Chinginapalli Varalakshmamma,TDP,URW,,7TH,29,F,AGRICULTURE,2006
GORANTLA,GORANTLA-II,DEVANGAM KRISTAPPA,TDP,BCG,,BCOM,54,M,AGRICULTURE,2006
GORANTLA,GORANTLA-III,KAMSALA VISHALAMMA,TDP,BCW,,5TH,44,F,AGRICULTURE,2006
GORANTLA,GORANTLA-IV,K.ESWARAMMA,TDP,BCW,,,36,F,AGRICULTURE,2006
GORANTLA,GOWNI VARI PALLI,GANGA PALLI SAROJAMMA,TDP,URW,,,39,F,AGRICULTURE,2006
GORANTLA,KAMMA VARI PALLI,LAKSHMI NARASIMHULU,TDP,SCG,,SSC,33,M,AGRICULTURE,2006
GORANTLA,KONDAPURAM,SUNNAM PALLI RAMA CHANDRA REDDY,TDP,URG,,8TH,49,F,AGRICULTURE,2006
GORANTLA,MALLA PALLI,P.ANJANAMMA,INC,URW,,5TH,53,F,AGRICULTURE LABOUR,2006
GORANTLA,MANDALA PALLI-I,EDIGA PRABHAKAR,TDP,BCG,,4TH,45,M,AGRICULTURE,2006
Gorantla,Mandalapalli-2,Babireddigari Venkatareddi,INC,UR(G),,,,Male,,2006
GORANTLA,NARSIM PALLI,HARIJANA GANGAMMA,INC,SCW,,5TH,54,F,AGRICULTURE,2006
GORANTLA,PALA SAMUDRAM,T.FAKRUDDIN SAB,TDP,URG,,INTER,48,M,AGRICULTURE,2006
GORANTLA,REDDI CHERUVU PALLI,G.MOPURA REDDY,INC,URG,,5TH,57,M,AGRICULTURE,2006
GORANTLA,VADIGE PALLI,SUGALI CHANDRA NAIK,TDP,STG,,INTER,30,M,AGRICULTURE,2006
GORANTLA,VANAVOLU-I,ABDUL KHADER JILAANI,TDP,URG,,5TH,42,M,AGRICULTURE,2006
GORANTLA,VANAVOLU-II,PRAMEELA BAI,TDP,STW,SUGALI,,25,F,AGRICULTURE,2006
GORANTLA,VENKATA RAMANA PALLI,GOLLA SOMA SEKHAR,TDP,BCG,,SSC,30,M,AGRICULTURE,2006
Gudibanda,G.Morbagal,Puthamma,TDP,URG,Kapu,5th,37,F,,2006
Gudibanda,Gudibanda-I,B.Kalavathi,INC,URG,OC,10th,23,F,,2006
Gudibanda,Gudibanda-II,Pathakka,INC,SCW,Madiga,,29,F,,2006
Gudibanda,Jambulabanda,D.Sreenathamurthy,TDP,URG,OC,LLB,36,M,Farmer,2006
Gudibanda,Karikera,Narasimhappa,INC,BCG,Golla,,70,M,Farmer,2006
Gudibanda,Konkallu,Padmavathi,INC,URW,OC,5th,31,F,,2006
Gudibanda,Kummaraganipalli,Mabusaheb,INC,BC(G),,,54,Male,Farmer,2006
