age,area,community,edu,electedas,electioncat,mandal,name,occupation,party,segment,sex,tot,votes,ward,year
,,,,MP,,,Anantha Venkata Rami Reddy,,INC,Anantapur,,1013902.0,349685.0,,1989
,,,,MP,,,Bagalakota Rama Rao,,IND,Anantapur,,1016053.0,789.0,,1991
,,,,MP,,,Pujari Narayana,,IND,Anantapur,,1016053.0,878.0,,1991
,,,,MP,,,Adavula Narayana,,IND,Anantapur,,1016053.0,959.0,,1991
,,,,MP,,,Motappa,,IND,Anantapur,,1016053.0,1933.0,,1991
,,,,MP,,,K. Narayanaswamy,,JP,Anantapur,,1016053.0,3237.0,,1991
,,,,MP,,,Gurugu Venkatadasu,,IND,Anantapur,,1016053.0,3667.0,,1991
,,,,MP,,,Venkataswamy Muthuluru,,BJP,Anantapur,,1016053.0,38767.0,,1991
,,,,MP,,,B.T.L.N. Chowary,,TDP,Anantapur,,1016053.0,200392.0,,1991
,,,,MP,,,Anantha Venkata Rami Reddy,,INC,Anantapur,,1016053.0,362676.0,,1991
,,,,MP,,,G.C.Ravindra Nath,,IND,Anantapur,,1214517.0,338.0,,1996
,,,,MP,,,M.Osman,,IND,Anantapur,,1214517.0,505.0,,1996
,,,,MP,,,S.Surendra Prasad,,IND,Anantapur,,1214517.0,764.0,,1996
,,,,MP,,,S Khaja Hussain,,IND,Anantapur,,1214517.0,821.0,,1996
,,,,MP,,,Boya Bhaskar,,IND,Anantapur,,1214517.0,825.0,,1996
,,,,MP,,,G.Jaganmohan Reddy,,IND,Anantapur,,1214517.0,845.0,,1996
,,,,MP,,,Rachamadugu Subramanyam,,IND,Anantapur,,1214517.0,874.0,,1996
,,,,MP,,,Bokkasam Ramamohan,,IND,Anantapur,,1214517.0,910.0,,1996
,,,,MP,,,J.C.Salaiah,,IND,Anantapur,,1214517.0,974.0,,1996
,,,,MP,,,Bagalakota Rama Rao,,IND,Anantapur,,1214517.0,1131.0,,1996
,,,,MP,,,R.Madhusudhana Rao,,IND,Anantapur,,1214517.0,1296.0,,1996
,,,,MP,,,Vaikuntam Prasadu Naidu,,IND,Anantapur,,1214517.0,1366.0,,1996
,,,,MP,,,M.Prabhakar,,IND,Anantapur,,1214517.0,1774.0,,1996
,,,,MP,,,K.Krishna Reddy,,IND,Anantapur,,1214517.0,2303.0,,1996
,,,,MP,,,Chandragiri Motappa,,IND,Anantapur,,1214517.0,2391.0,,1996
,,,,MP,,,T Chandrayudu,,IND,Anantapur,,1214517.0,2403.0,,1996
,,,,MP,,,Pateel Ramalinga Reddy,,IND,Anantapur,,1214517.0,2629.0,,1996
,,,,MP,,,Nimmala Nehaji,,IND,Anantapur,,1214517.0,3943.0,,1996
,,,,MP,,,Nagaraju,,IND,Anantapur,,1214517.0,5426.0,,1996
,,,,MP,,,Veluri Kesava Chowdari,,BJP,Anantapur,,1214517.0,21802.0,,1996
,,,,MP,,,V Prabhakara Chowdary,,NTRTDP(LP),Anantapur,,1214517.0,94485.0,,1996
,,,,MP,,,R.Rangappa,,CPI,Anantapur,,1214517.0,205986.0,,1996
,,,,MP,,,Anantha Venkata Rami Reddy,,INC,Anantapur,,1214517.0,284845.0,,1996
,,,,MP,,,Bheemalingaiah,,IND,Anantapur,,1213025.0,673.0,,1998
,,,,MP,,,M.Venkataramudu,,IND,Anantapur,,1213025.0,1085.0,,1998
,,,,MP,,,Belagalla Ramesh Babu,,IND,Anantapur,,1213025.0,1430.0,,1998
,,,,MP,,,M.Adil Basha,,IND,Anantapur,,1213025.0,2662.0,,1998
,,,,MP,,,Bangi Sudarshan,,IND,Anantapur,,1213025.0,5516.0,,1998
,,,,MP,,,C. Peddanna,,IND,Anantapur,,1213025.0,9273.0,,1998
,,,,MP,,,Veluri Kesava Chowdari,,BJP,Anantapur,,1213025.0,93339.0,,1998
,,,,MP,,,K. Ramakrishna,,CPI,Anantapur,,1213025.0,238076.0,,1998
,,,,MP,,,Anantha Venkata Rami Reddy,,INC,Anantapur,,1213025.0,320474.0,,1998
,,,,MP,,,Bheemalingaiah,,IND,Anantapur,,1226314.0,890.0,,1999
,,,,MP,,,Y. Pothulaiah,,IND,Anantapur,,1226314.0,1251.0,,1999
,,,,MP,,,A. Ramachandra Chowdary,,ATDP,Anantapur,,1226314.0,14823.0,,1999
,,,,MP,,,Anantha Venkata Rami Reddy,,INC,Anantapur,,1226314.0,357386.0,,1999
,,,,MP,,,Kalava Srinivasulu,,TDP,Anantapur,,1226314.0,378488.0,,1999
,,,,MP,,,B. S. Amarnath,,IND,Anantapur,,1280923.0,3640.0,,2004
,,,,MP,,,A. Jagan Mohan Rao,,TRS,Anantapur,,1280923.0,4419.0,,2004
,,,,MP,,,K. Venkatesulu,,PPOI,Anantapur,,1280923.0,6232.0,,2004
,,,,MP,,,Yatham Pothalaiah,,IND,Anantapur,,1280923.0,7102.0,,2004
,,,,MP,,,Gaddala Nagabhushanam,,BSP,Anantapur,,1280923.0,9296.0,,2004
,,,,MP,,,Kalava Srinivasulu,,TDP,Anantapur,,1280923.0,385521.0,,2004
,,,,MP,,,Anantha Venkata Rami Reddy,,INC,Anantapur,,1280923.0,458925.0,,2004
,,,,MP,,,Krushnapuram Gayathri Devi,,CPI(ML),Anantapur,,1411460.0,2083.0,,2009
,,,,MP,,,G Hari,,PPOI,Anantapur,,1411460.0,3232.0,,2009
,,,,MP,,,T Chandra Sekhar,,IND,Anantapur,,1411460.0,3346.0,,2009
,,,,MP,,,Devella Murali,,IND,Anantapur,,1411460.0,4781.0,,2009
,,,,MP,,,Gaddala Nagabhushanam,,BSP,Anantapur,,1411460.0,5921.0,,2009
,,,,MP,,,Amarnath,,LSP,Anantapur,,1411460.0,6340.0,,2009
,,,,MP,,,K P Narayana Swamy,,IND,Anantapur,,1411460.0,8908.0,,2009
,,,,MP,,,J C Ramanjula Reddy,,IND,Anantapur,,1411460.0,9179.0,,2009
,,,,MP,,,Ambati Rama Krishna Reddy,,BJP,Anantapur,,1411460.0,16540.0,,2009
,,,,MP,,,Mansoor,,PRAP,Anantapur,,1411460.0,102047.0,,2009
,,,,MP,,,Kalava Srinivasulu,,TDP,Anantapur,,1411460.0,379955.0,,2009
,,,,MP,,,Anantha Venkata Rami Reddy,,INC,Anantapur,,1411460.0,457876.0,,2009
,,,,MP,,,G Lalitha,,SUCI,Anantapur,,1536894.0,952.0,,2014
,,,,MP,,,G. Nagaraju,,IND,Anantapur,,1536894.0,1095.0,,2014
,,,,MP,,,Buzireddy Venugopal Reddy,,ICSP,Anantapur,,1536894.0,1388.0,,2014
,,,,MP,,,B. Srinivasulu,,IND,Anantapur,,1536894.0,1599.0,,2014
,,,,MP,,,Pavan Kumar,,PPOI,Anantapur,,1536894.0,2076.0,,2014
,,,,MP,,,D. Somanath,,IND,Anantapur,,1536894.0,2274.0,,2014
,,,,MP,,,Boya Anil Kumar,,JaSPa,Anantapur,,1536894.0,2800.0,,2014
,,,,MP,,,Shaik. Mohammad Shafi.,,IND,Anantapur,,1536894.0,3031.0,,2014
,,,,MP,,,Kasani Nagaraju,,BSP,Anantapur,,1536894.0,6227.0,,2014
,,,,MP,,,T.Kuladeep Chowdary,,STR,Anantapur,,1536894.0,6542.0,,2014
,,,,MP,,,None Of The Above,,NOTA,Anantapur,,1536894.0,8857.0,,2014
,,,,MP,,,P. Anil Chowdary,,INC,Anantapur,,1536894.0,16719.0,,2014
,,,,MP,,,Anantha Venkataramireddy,,YSRCP,Anantapur,,1536894.0,548297.0,,2014
,,,,MP,,,J.C. Diwakar Reddy,,TDP,Anantapur,,1536894.0,610288.0,,2014
,,,,MLA,,,Anantha Venkata Rami Reddy,,INC,Anantapur Urban,,96591.0,9681.0,,1978
,,,,MLA,,,Meda Subbaiah,,JNP,Anantapur Urban,,96591.0,24869.0,,1978
,,,,MLA,,,B.T.L.N. Chowdary,,INC(I),Anantapur Urban,,96591.0,28204.0,,1978
,,,,MLA,,,N. Srinivasa,,IND,Anantapur Urban,,118791.0,89.0,,1983
,,,,MLA,,,Adavula Narayana,,IND,Anantapur Urban,,118791.0,112.0,,1983
,,,,MLA,,,M. Ramachandra Rao,,JNP,Anantapur Urban,,118791.0,469.0,,1983
,,,,MLA,,,P. Bugganna,,BJP,Anantapur Urban,,118791.0,3278.0,,1983
,,,,MLA,,,B.T.L.N. Chowdary,,INC,Anantapur Urban,,118791.0,17791.0,,1983
,,,,MLA,,,Devineni Narayanaswamy,,IND,Anantapur Urban,,118791.0,57255.0,,1983
,,,,MLA,,,N. Veeranjaneyulu,,IND,Anantapur Urban,,131428.0,109.0,,1985
,,,,MLA,,,Rentala Sudhakara Gupta,,IND,Anantapur Urban,,131428.0,386.0,,1985
,,,,MLA,,,A. Narayana Reddy,,INC,Anantapur Urban,,131428.0,36294.0,,1985
,,,,MLA,,,N. Ramakrishna,,TDP,Anantapur Urban,,131428.0,43715.0,,1985
,,,,MLA,,,T. Sree Ramulu,,IND,Anantapur Urban,,174807.0,172.0,,1989
,,,,MLA,,,M. Usman,,DMM,Anantapur Urban,,174807.0,329.0,,1989
,,,,MLA,,,K. Guruswamy Yadav,,BSP,Anantapur Urban,,174807.0,413.0,,1989
,,,,MLA,,,Kammuri Saifulla,,TDP,Anantapur Urban,,174807.0,41288.0,,1989
,,,,MLA,,,Bodimalla Narayana Reddy,,INC,Anantapur Urban,,174807.0,63601.0,,1989
,,,,MLA,,,R. Harinath Reddy,,IND,Anantapur Urban,,200760.0,47.0,,1994
,,,,MLA,,,K.G. Surendranath Yadav,,SP,Anantapur Urban,,200760.0,122.0,,1994
,,,,MLA,,,K. Gaffoor,,IND,Anantapur Urban,,200760.0,317.0,,1994
,,,,MLA,,,Kakshmaiah,,IND,Anantapur Urban,,200760.0,427.0,,1994
,,,,MLA,,,Veluri Kesava Chowdary,,BJP,Anantapur Urban,,200760.0,3906.0,,1994
,,,,MLA,,,B. Narayana Reddy,,INC,Anantapur Urban,,200760.0,45930.0,,1994
,,,,MLA,,,K. Ramakrishna,,CPI,Anantapur Urban,,200760.0,68294.0,,1994
,,,,MLA,,,K. Prabhakara Rao,,IND,Anantapur Urban,,233147.0,179.0,,1999
,,,,MLA,,,B. Narayana Reddy,,IND,Anantapur Urban,,233147.0,383.0,,1999
,,,,MLA,,,K. Ramakrishna,,CPI,Anantapur Urban,,233147.0,6690.0,,1999
,,,,MLA,,,V. Prabhakar Chowdary,,TDP,Anantapur Urban,,233147.0,56651.0,,1999
,,,,MLA,,,B. Narayana Reddy,,INC,Anantapur Urban,,233147.0,60116.0,,1999
,,,,MLA,,,Jonnakuti Ananta Venkata Reddy,,IND,Anantapur Urban,,246290.0,134.0,,2004
,,,,MLA,,,G. Nagaraju,,IND,Anantapur Urban,,246290.0,149.0,,2004
,,,,MLA,,,D. Govinda Reddy,,IND,Anantapur Urban,,246290.0,178.0,,2004
,,,,MLA,,,Thimmapuram Udaya Kumar,,BJRP,Anantapur Urban,,246290.0,273.0,,2004
,,,,MLA,,,Masulu Sreenivasulu,,NTRTDP(LP),Anantapur Urban,,246290.0,279.0,,2004
,,,,MLA,,,Smt G. Lalitha,,IND,Anantapur Urban,,246290.0,352.0,,2004
,,,,MLA,,,B. Nagasankar Reddy,,IND,Anantapur Urban,,246290.0,541.0,,2004
,,,,MLA,,,K. Venkata Ramana,,IND,Anantapur Urban,,246290.0,605.0,,2004
,,,,MLA,,,G. Haribabu,,PPOI,Anantapur Urban,,246290.0,732.0,,2004
,,,,MLA,,,R. Rangappa,,IND,Anantapur Urban,,246290.0,931.0,,2004
,,,,MLA,,,S. Shaikshavali,,BSP,Anantapur Urban,,246290.0,936.0,,2004
,,,,MLA,,,T. Atmarami Reddy,,IND,Anantapur Urban,,246290.0,4224.0,,2004
,,,,MLA,,,V. Prabhakar Chowdary,,IND,Anantapur Urban,,246290.0,24084.0,,2004
,,,,MLA,,,K.M. Rahamthullah,,TDP,Anantapur Urban,,246290.0,38278.0,,2004
,,,,MLA,,,B. Narayana Reddy,,INC,Anantapur Urban,,246290.0,76059.0,,2004
,,,,MLA,,,D Rama Krishna,,IND,Anantapur Urban,,229876.0,81.0,,2009
,,,,MLA,,,Avulanna Kullayappa,,IND,Anantapur Urban,,229876.0,82.0,,2009
,,,,MLA,,,V Anjaneyulu,,RDHP,Anantapur Urban,,229876.0,98.0,,2009
,,,,MLA,,,Chakala Nagaraju,,IND,Anantapur Urban,,229876.0,106.0,,2009
,,,,MLA,,,D Riyaz,,IND,Anantapur Urban,,229876.0,119.0,,2009
,,,,MLA,,,S Phani Kumar,,IND,Anantapur Urban,,229876.0,141.0,,2009
,,,,MLA,,,K Basha,,CPI(ML)(L),Anantapur Urban,,229876.0,207.0,,2009
,,,,MLA,,,Dasari Adinarayana,,IND,Anantapur Urban,,229876.0,214.0,,2009
,,,,MLA,,,G Lalitha,,IND,Anantapur Urban,,229876.0,284.0,,2009
,,,,MLA,,,K Vijaya Kumar,,PPOI,Anantapur Urban,,229876.0,329.0,,2009
,,,,MLA,,,Syed Fayazuddin,,BJP,Anantapur Urban,,229876.0,728.0,,2009
,,,,MLA,,,Kasani Nagaraju,,BSP,Anantapur Urban,,229876.0,1352.0,,2009
,,,,MLA,,,S Salar Basha,,IND,Anantapur Urban,,229876.0,2156.0,,2009
,,,,MLA,,,Doctor K Kondaiah,,LSP,Anantapur Urban,,229876.0,4314.0,,2009
,,,,MLA,,,T J Prakash,,PRAP,Anantapur Urban,,229876.0,28489.0,,2009
,,,,MLA,,,Mahalakshmi Sreenivasulu,,TDP,Anantapur Urban,,229876.0,32033.0,,2009
,,,,MLA,,,B Gurunatha Reddy,,INC,Anantapur Urban,,229876.0,45275.0,,2009
,,,,MLA,,,C.Ramesh Gowd,,RPS,Anantapur Urban,,505636.0,75.0,,2014
,,,,MLA,,,M.C.Baba Fakruddin,,SP,Anantapur Urban,,505636.0,84.0,,2014
,,,,MLA,,,T.Sivadeep Ranjeet,,STR,Anantapur Urban,,505636.0,92.0,,2014
,,,,MLA,,,D.Raghavendra,,SUCI,Anantapur Urban,,505636.0,103.0,,2014
,,,,MLA,,,S. Abdul Azeez,,IND,Anantapur Urban,,505636.0,122.0,,2014
,,,,MLA,,,S.Suryachandra Naidu,,IND,Anantapur Urban,,505636.0,127.0,,2014
,,,,MLA,,,Md.Hassain,,WPOI,Anantapur Urban,,505636.0,153.0,,2014
,,,,MLA,,,Shaik. Sardar Vali,,IND,Anantapur Urban,,505636.0,209.0,,2014
,,,,MLA,,,S.Abdul Khadar,,IND,Anantapur Urban,,505636.0,215.0,,2014
,,,,MLA,,,K.Guruvenkatavittal,,IND,Anantapur Urban,,505636.0,220.0,,2014
,,,,MLA,,,Anke Kullayappa,,BSP,Anantapur Urban,,505636.0,271.0,,2014
,,,,MLA,,,A.Vamsi Krishna,,IND,Anantapur Urban,,505636.0,308.0,,2014
,,,,MLA,,,R.Chenna Rajesh Gowd,,AAAP,Anantapur Urban,,505636.0,327.0,,2014
,,,,MLA,,,T.Natesh Chowdary,,IND,Anantapur Urban,,505636.0,366.0,,2014
,,,,MLA,,,S.Ali,,AIMIM,Anantapur Urban,,505636.0,667.0,,2014
,,,,MLA,,,K.Chiranjeevi Reddy,,JASPA,Anantapur Urban,,505636.0,766.0,,2014
,,,,MLA,,,Mandla Valmiki Gangadhar,,IND,Anantapur Urban,,505636.0,835.0,,2014
,,,,MLA,,,None Of The Above,,NOTA,Anantapur Urban,,505636.0,1094.0,,2014
,,,,MLA,,,V.Govardhan Reddy,,INC,Anantapur Urban,,505636.0,1473.0,,2014
,,,,MLA,,,S.Ismail,,LSP,Anantapur Urban,,505636.0,2121.0,,2014
,,,,MLA,,,Palyam Narayanaswamy,,CPI,Anantapur Urban,,505636.0,2363.0,,2014
,,,,MLA,,,V. Rambhupal,,CPM,Anantapur Urban,,505636.0,3352.0,,2014
,,,,MLA,,,B Gurunatha Reddy,,YSRCP,Anantapur Urban,,505636.0,65370.0,,2014
,,,,MLA,,,V. Prabhakar Chowdary,,TDP,Anantapur Urban,,505636.0,74704.0,,2014
,,,,MLA,,,G. Veeranjeneya,,BHSASP,Guntakal,,217807.0,583.0,,2009
,,,,MLA,,,Pasupula Hari Haranath,,BJP,Guntakal,,217807.0,1570.0,,2009
,,,,MLA,,,D.Hemadri,,IND,Guntakal,,217807.0,1610.0,,2009
,,,,MLA,,,T.Obilesu,,BSP,Guntakal,,217807.0,2740.0,,2009
,,,,MLA,,,Pathi Ravi,,PRAP,Guntakal,,217807.0,20417.0,,2009
,,,,MLA,,,Sainath Goud Ramagowni,,TDP,Guntakal,,217807.0,51753.0,,2009
,,,,MLA,,,Madhusudhan,,INC,Guntakal,,217807.0,61097.0,,2009
,,,,MLA,,,B. Obulesu,,IND,Guntakal,,464250.0,122.0,,2014
,,,,MLA,,,E. Suresh Babu,,IND,Guntakal,,464250.0,146.0,,2014
,,,,MLA,,,Nallabothula Ramesh,,AAAP,Guntakal,,464250.0,151.0,,2014
,,,,MLA,,,D.M.D.Zabeeulla,,RPS,Guntakal,,464250.0,179.0,,2014
,,,,MLA,,,B.Sreenivasulu,,IND,Guntakal,,464250.0,181.0,,2014
,,,,MLA,,,S. Jakir,,IND,Guntakal,,464250.0,196.0,,2014
,,,,MLA,,,T. Shakunthala,,IND,Guntakal,,464250.0,217.0,,2014
,,,,MLA,,,P.Ramanjineyulu,,PPOI,Guntakal,,464250.0,224.0,,2014
,,,,MLA,,,K.Jeenathunnisa,,IND,Guntakal,,464250.0,271.0,,2014
,,,,MLA,,,Bavigadda Obulaiah,,IND,Guntakal,,464250.0,333.0,,2014
,,,,MLA,,,D.Udaykiran,,IND,Guntakal,,464250.0,356.0,,2014
,,,,MLA,,,Talari Parusuramudu,,JASPA,Guntakal,,464250.0,451.0,,2014
,,,,MLA,,,Gaddala Nagabhushanam,,BSP,Guntakal,,464250.0,486.0,,2014
,,,,MLA,,,D.B.Radhakrishna Yadav,,IND,Guntakal,,464250.0,668.0,,2014
,,,,MLA,,,Thammineni Pushpa Latha,,STR,Guntakal,,464250.0,690.0,,2014
,,,,MLA,,,None Of The Above,,NOTA,Guntakal,,464250.0,717.0,,2014
,,,,MLA,,,Yeruru Mahaboob Basha,,AIMIM,Guntakal,,464250.0,741.0,,2014
,,,,MLA,,,M. Ramanjaneyulu,,IND,Guntakal,,464250.0,1106.0,,2014
,,,,MLA,,,S.Rammohan,,LSP,Guntakal,,464250.0,1302.0,,2014
,,,,MLA,,,K. Prabhakar,,INC,Guntakal,,464250.0,2251.0,,2014
,,,,MLA,,,Boyagadda Venkatramaiah,,BJP,Guntakal,,464250.0,3865.0,,2014
,,,,MLA,,,Y. Venkata Rami Reddy,,YSRCP,Guntakal,,464250.0,76561.0,,2014
,,,,MLA,,,R. Jithendra Goud,,TDP,Guntakal,,464250.0,81655.0,,2014
,,,,MLA,,,Chandragiri Motappa,,IND,Rayadurg,,98618.0,1499.0,,1978
,,,,MLA,,,Obanaik,,INC,Rayadurg,,98618.0,8277.0,,1978
,,,,MLA,,,Uddihal Motappa,,JNP,Rayadurg,,98618.0,26363.0,,1978
,,,,MLA,,,K.B.Chennamllappa,,INC(I),Rayadurg,,98618.0,31591.0,,1978
,,,,MLA,,,Sugali Megya Naik,,IND,Rayadurg,,106986.0,129.0,,1983
,,,,MLA,,,Motappa,,IND,Rayadurg,,106986.0,659.0,,1983
,,,,MLA,,,B. Thippaiah,,IND,Rayadurg,,106986.0,666.0,,1983
,,,,MLA,,,Ulikantappa,,INC,Rayadurg,,106986.0,21141.0,,1983
,,,,MLA,,,Kata Govindappa,,IND,Rayadurg,,106986.0,22822.0,,1983
,,,,MLA,,,P. Venngopal Reddy,,IND,Rayadurg,,106986.0,26203.0,,1983
,,,,MLA,,,U. Lingareddy,,JNP,Rayadurg,,116102.0,34588.0,,1985
,,,,MLA,,,Huli Kuntaprao,,INC,Rayadurg,,116102.0,41777.0,,1985
,,,,MLA,,,J. Kairunnisa,,IND,Rayadurg,,150237.0,22.0,,1994
,,,,MLA,,,Kristappa,,IND,Rayadurg,,150237.0,77.0,,1994
,,,,MLA,,,Muddu Krishna,,IND,Rayadurg,,150237.0,188.0,,1994
,,,,MLA,,,Nayakula Narasimhulu,,IND,Rayadurg,,150237.0,262.0,,1994
,,,,MLA,,,Nayakula Anjineyulu,,IND,Rayadurg,,150237.0,355.0,,1994
,,,,MLA,,,Khuddus,,IND,Rayadurg,,150237.0,3255.0,,1994
,,,,MLA,,,Patil Venugopal Reddy,,INC,Rayadurg,,150237.0,41983.0,,1994
,,,,MLA,,,Bandi Hulikuntappa,,TDP,Rayadurg,,150237.0,62716.0,,1994
,,,,MLA,,,Ramanjaneyulu,,IND,Rayadurg,,165763.0,524.0,,1999
,,,,MLA,,,Satish Kumar,,PPOI,Rayadurg,,165763.0,592.0,,1999
,,,,MLA,,,Srinivasa Gupta,,ATDP,Rayadurg,,165763.0,805.0,,1999
,,,,MLA,,,Nagaraju,,IND,Rayadurg,,165763.0,1043.0,,1999
,,,,MLA,,,Pujari Jitendrappa,,TDP,Rayadurg,,165763.0,49851.0,,1999
,,,,MLA,,,Patil Venugopal Reddy,,INC,Rayadurg,,165763.0,59086.0,,1999
,,,,MLA,,,Munnemm Somanath,,IND,Rayadurg,,174956.0,2184.0,,2004
,,,,MLA,,,R.Manjunatha,,IND,Rayadurg,,174956.0,2832.0,,2004
,,,,MLA,,,Patil Venugopal Reddy,,INC,Rayadurg,,174956.0,56083.0,,2004
,,,,MLA,,,Mettu Govinda Reddy,,TDP,Rayadurg,,174956.0,66188.0,,2004
,,,,MLA,,,Motappa,,IND,Rayadurg,,139382.0,409.0,,1989
,,,,MLA,,,Megya Naik,,IND,Rayadurg,,139382.0,555.0,,1989
,,,,MLA,,,Khasim Sab,,IND,Rayadurg,,139382.0,858.0,,1989
,,,,MLA,,,Kata Govindappa,,TDP,Rayadurg,,139382.0,41000.0,,1989
,,,,MLA,,,Patil Venugopal Reddy,,INC,Rayadurg,,139382.0,47550.0,,1989
,,,,MLA,,,C Nagaraju,,PPOI,Rayadurg,,198167.0,776.0,,2009
,,,,MLA,,,P Mohan,,BHSASP,Rayadurg,,198167.0,885.0,,2009
,,,,MLA,,,Andra Prasad,,LSP,Rayadurg,,198167.0,1072.0,,2009
,,,,MLA,,,Govinda Reddy,,IND,Rayadurg,,198167.0,2164.0,,2009
,,,,MLA,,,Palegaru Thippe Swamy,,BJP,Rayadurg,,198167.0,2860.0,,2009
,,,,MLA,,,Bosula Manohar,,PRAP,Rayadurg,,198167.0,9670.0,,2009
,,,,MLA,,,Mettu Govinda Reddy,,TDP,Rayadurg,,198167.0,62168.0,,2009
,,,,MLA,,,Kapu Ramachandra Reddy,,INC,Rayadurg,,198167.0,76259.0,,2009
,,,,MLA,,,U Ramachandra Reddy,,IND,Rayadurg,,451720.0,366.0,,2014
,,,,MLA,,,Amireddy Venkata Reddy,,IND,Rayadurg,,451720.0,395.0,,2014
,,,,MLA,,,K. Srinivasulu,,IND,Rayadurg,,451720.0,397.0,,2014
,,,,MLA,,,D. Shivakumar,,PPOI,Rayadurg,,451720.0,449.0,,2014
,,,,MLA,,,N. Srinivasulu,,IND,Rayadurg,,451720.0,495.0,,2014
,,,,MLA,,,B Venkata Ramana (Babu),,LSP,Rayadurg,,451720.0,649.0,,2014
,,,,MLA,,,Virupa Srinivasulu,,IND,Rayadurg,,451720.0,767.0,,2014
,,,,MLA,,,D. Yerriswamy Reddy,,RPS,Rayadurg,,451720.0,947.0,,2014
,,,,MLA,,,None Of The Above,,NOTA,Rayadurg,,451720.0,1288.0,,2014
,,,,MLA,,,S. Mallikarjuna,,BCUF,Rayadurg,,451720.0,1400.0,,2014
,,,,MLA,,,Vadde M. B. Chinnappayya,,INC,Rayadurg,,451720.0,2737.0,,2014
,,,,MLA,,,Kapu Ramachandra Reddy,,YSRCP,Rayadurg,,451720.0,90517.0,,2014
,,,,MLA,,,Kalava Srinivasulu,,TDP,Rayadurg,,451720.0,92344.0,,2014
,,,,MLA,,,B. Parusuramaiah,,IND,Kalyandurg,,148447.0,749.0,,1989
,,,,MLA,,,Sanjeevaiah V.,,CPI,Kalyandurg,,148447.0,43706.0,,1989
,,,,MLA,,,Lakshmi Devi M.,,INC,Kalyandurg,,148447.0,48448.0,,1989
,,,,MLA,,,Y G K Venkatesulu,,PPOI,Kalyandurg,,177742.0,532.0,,2009
,,,,MLA,,,B Venkata Narayana,,BSP,Kalyandurg,,177742.0,616.0,,2009
,,,,MLA,,,R G Santha Kumari,,LSP,Kalyandurg,,177742.0,642.0,,2009
,,,,MLA,,,M Narayana,,IND,Kalyandurg,,177742.0,914.0,,2009
,,,,MLA,,,Balaram Sake,,BJP,Kalyandurg,,177742.0,1415.0,,2009
,,,,MLA,,,Market Ramanna,,PRAP,Kalyandurg,,177742.0,7342.0,,2009
,,,,MLA,,,Vunnam Hanumantharaya Chowdary,,TDP,Kalyandurg,,177742.0,65226.0,,2009
,,,,MLA,,,Neelakantapuram Raghuveera Reddy,,INC,Kalyandurg,,177742.0,69614.0,,2009
,,,,MLA,,,Dasari Chandrasekhara,,IND,Kalyandurg,,391304.0,523.0,,2014
,,,,MLA,,,Sugepalli Ravi Kumar,,JASPA,Kalyandurg,,391304.0,751.0,,2014
,,,,MLA,,,None Of The Above,,NOTA,Kalyandurg,,391304.0,880.0,,2014
,,,,MLA,,,P.Pakruddin,,PPOI,Kalyandurg,,391304.0,1318.0,,2014
,,,,MLA,,,K.Ramakrishnayya,,BSP,Kalyandurg,,391304.0,1395.0,,2014
,,,,MLA,,,M.D.Sanjeevappa,,CPI,Kalyandurg,,391304.0,1541.0,,2014
