name,mandal,year,age,area,community,cooptmember,edu,electioncat,occupation,party,pparty,president,sex,vp,vpparty
Nimbagal Govindamma,Uravakonda,2001,,Nerimatla,,,,,,TDP,,,,,
Aluru Guru Siddappa,Uravakonda,2001,,Amidala 1,,,,,,TDP,,,,,
P Vannurappa,Uravakonda,2001,,Budagavi,,,,,,INC,,,,,
Adoni Boya Gurudas,Uravakonda,2001,,Nimbagal,,,,,,TDP,,,,,
Chidarapadu Sunkanna,Uravakonda,2001,,Uravakonda 2,,,,,,TDP,,,,,
Madineni Chandrakala,Uravakonda,2001,,Uravakonda 3,,,,,,TDP,,,,,
Erramma,Uravakonda,2001,,Uravakonda 5,,,,,,TDP,,,,,
E Girijamma,Uravakonda,2001,,Uravakonda 7,,,,,,TDP,,,,,
Veluri Padmavathi,Uravakonda,2001,,Amidala 2,,,,,,TDP,,,,,
Chinnapolu Vannur Swamy,Uravakonda,2001,,Lathavaram,,,,,,TDP,,,,,
Kondeti Laxmanna,Uravakonda,2001,,Mopidi,,,,,,TDP,,,,,
Magbool,Uravakonda,2001,,Uravakonda 1,,,,,,INC,,,,,
S Venkateswara,Uravakonda,2001,,Uravakonda 4,,,,,,IND,,,,,
Chintha Venkataiah,Uravakonda,2001,,Uravakonda 6,,,,,,IND,,,,,
Bassi Muni,Vajrakarur,2001,,Thatrakal,,,,,,INC,,,,,
Sake Dhanamma,Vajrakarur,2001,,Konakondla 2,,,,,,INC,,,,,
Pamidi Anjanaiah,Vajrakarur,2001,,Vajrakarur 1,,,,,,TDP,,,,,
G Lakshmikanthamma,Vajrakarur,2001,,Gulapalem,,,,,,INC,,,,,
Besta Sunkamma,Vajrakarur,2001,,P C Pyapalli,,,,,,TDP,,,,,
P Srinivasulu Naidu,Vajrakarur,2001,,Pandikunta,,,,,,TDP,,,,,
Sirivaram Rajendra Prasad,Vajrakarur,2001,,Gadehothur,,,,,,INC,,,,,
Narayanappa,Vajrakarur,2001,,Chabala,,,,,,INC,,,,,
Daruru Kamalamma,Vajrakarur,2001,,Chayapuram,,,,,,TDP,,,,,
T Vara Lakshmi,Vajrakarur,2001,,Vajrakarur 2,,,,,,TDP,,,,,
Ramavath Sanenaik,Vajrakarur,2001,,Venkatampalli,,,,,,INC,,,,,
Ramachandra,Vajrakarur,2001,,Konakondla 1,,,,,,INC,,,,,
P Narasimha Reddy,Vajrakarur,2001,,Ragulapadu,,,,,,TDP,,,,,
Harijan Chinna Beemakka,Vidapanakal,2001,,Gadekal,,,,,,TDP,,,,,
Bommaiahgari Hemavathi,Vidapanakal,2001,,Palthur 1,,,,,,TDP,,,,,
Kuruba Parvathamma,Vidapanakal,2001,,Undabanda,,,,,,TDP,,,,,
Jinka Lakshmi Devi,Vidapanakal,2001,,V Kothakota,,,,,,TDP,,,,,
Dasari Renuka,Vidapanakal,2001,,Hanchanahal,,,,,,TDP,,,,,
Bangaru Yerriswamy,Vidapanakal,2001,,Havaligi,,,,,,INC,,,,,
Jogi Yerriswamy,Vidapanakal,2001,,Vidapanakal,,,,,,TDP,,,,,
P Shakuntala,Vidapanakal,2001,,Karakamukkala,,,,,,INC,,,,,
Thimmapuram Vasundaramma,Vidapanakal,2001,,Veligonda,,,,,,TDP,,,,,
Gutla Venkatesulu,Vidapanakal,2001,,Donekal,,,,,,TDP,,,,,
Modupalli Ramanjaneyulu,Vidapanakal,2001,,Kottalapalli,,,,,,IND,,,,,
Madiga Yannappa,Vidapanakal,2001,,Palthur 2,,,,,,TDP,,,,,
Rayala Narayana Swamy,Vidapanakal,2001,,Poliki,,,,,,TDP,,,,,
Goggira Balakka,Yadiki,2001,,C Lakshmampalli,,,,,,INC,,,,,
Nallabothula Lakshminarayana,Yadiki,2001,,Chandana,,,,,,INC,,,,,
Gunda Venkatamma,Yadiki,2001,,Yadiki 2,,,,,,CPI,,,,,
Goddumarri Dhanalakshmi,Yadiki,2001,,Yadiki 3,,,,,,INC,,,,,
Pusa Sanjanna,Yadiki,2001,,Thutrallapalli,,,,,,CPI,,,,,
Mande Venkatareddy,Yadiki,2001,,P Vengannapalli,,,,,,INC,,,,,
Polamada Ramakrishna,Yadiki,2001,,Boyareddypalli,,,,,,TDP,,,,,
Lakshmi Devi V,Yadiki,2001,,Bogalakatta,,,,,,INC,,,,,
Madda Nagalakhsmamma,Yadiki,2001,,Gudipadu,,,,,,TDP,,,,,
Madala Murali Naidu,Yadiki,2001,,Rayalacheruvu,,,,,,INC,,,,,
Bala Ravikishore,Yadiki,2001,,Yadiki 1,,,,,,INC,,,,,
Orekanti Lakshmi Reddy,Yadiki,2001,,Yadiki 4 (pinnepalli),,,,,,INC,,,,,
Madasu Kamalamma,Yellanur,2001,,Yellanur 2,,,,,,INC,,,,,
Nasolla Anjineyulu,Yellanur,2001,,Boppepalli,,,,,,INC,,,,,
Dasari Nagamunemma,Yellanur,2001,,Yellanur 1,,,,,,INC,,,,,
Narayanagari Ramachandrudu,Yellanur,2001,,Chilamakur,,,,,,INC,,,,,
Pedda Nagaiah,Yellanur,2001,,Bukkapuram,,,,,,INC,,,,,
Puchi Nagamma,Yellanur,2001,,Goddumarri,,,,,,INC,,,,,
Vennapusa Lakshmi Kanthammma,Yellanur,2001,,Vennapusapalli,,,,,,INC,,,,,
Kondala Naidu,Yellanur,2001,,Kallur,,,,,,INC,,,,,
Kethi Reddy Peda Reddy,Yellanur,2001,,Chinthakayamanda,,,,,,INC,,,,,
Kasi Reddy Subbareddy,Yellanur,2001,,Vemulapalli,,,,,,INC,,,,,
